dateStr,reading,type,abbr,bookCode,chapter,vStart,vEnd
6月9日,列王紀下 5,舊約,列下 5,2KI,5,1,
6月9日,列王紀下 6,舊約,列下 6,2KI,6,1,
6月9日,使徒行傳 25:8-29,新約,徒 25:8-29,ACT,25,8,29
6月9日,詩篇 66:11-22,詩篇,詩 66:11-22,PSA,66,11,22
6月9日,箴言 16:28-30,箴言,箴 16:28-30,PRO,16,28,30
6月10日,列王紀下 7,舊約,列下 7,2KI,7,1,
6月10日,列王紀下 8,舊約,列下 8,2KI,8,1,
6月10日,使徒行傳 25:30-30,新約,徒 25:30-30,ACT,25,30,30
6月10日,詩篇 66:23-30,詩篇,詩 66:23-30,PSA,66,23,30
6月10日,箴言 17:1-3,箴言,箴 17:1-3,PRO,17,1,3
6月11日,列王紀下 9,舊約,列下 9,2KI,9,1,
6月11日,列王紀下 10,舊約,列下 10,2KI,10,1,
6月11日,使徒行傳 26:21-30,新約,徒 26:21-30,ACT,26,21,30
6月11日,詩篇 67:5-17,詩篇,詩 67:5-17,PSA,67,5,17
6月11日,箴言 17:4-6,箴言,箴 17:4-6,PRO,17,4,6
6月12日,列王紀下 11,舊約,列下 11,2KI,11,1,
6月12日,列王紀下 12,舊約,列下 12,2KI,12,1,
6月12日,使徒行傳 27:12-30,新約,徒 27:12-30,ACT,27,12,30
6月12日,詩篇 67:18-29,詩篇,詩 67:18-29,PSA,67,18,29
6月12日,箴言 17:7-9,箴言,箴 17:7-9,PRO,17,7,9
6月13日,列王紀下 13,舊約,列下 13,2KI,13,1,
6月13日,列王紀下 14,舊約,列下 14,2KI,14,1,
6月13日,使徒行傳 28:4-24,新約,徒 28:4-24,ACT,28,4,24
6月13日,詩篇 67:30-30,詩篇,詩 67:30-30,PSA,67,30,30
6月13日,箴言 17:10-12,箴言,箴 17:10-12,PRO,17,10,12
6月14日,列王紀下 15,舊約,列下 15,2KI,15,1,
6月14日,列王紀下 16,舊約,列下 16,2KI,16,1,
6月14日,使徒行傳 28:25-30,新約,徒 28:25-30,ACT,28,25,30
6月14日,詩篇 68:12-24,詩篇,詩 68:12-24,PSA,68,12,24
6月14日,箴言 17:13-15,箴言,箴 17:13-15,PRO,17,13,15
6月15日,列王紀下 17,舊約,列下 17,2KI,17,1,
6月15日,列王紀下 18,舊約,列下 18,2KI,18,1,
6月15日,羅馬書 1:17-30,新約,羅 1:17-30,ROM,1,17,30
6月15日,詩篇 68:25-30,詩篇,詩 68:25-30,PSA,68,25,30
6月15日,箴言 17:16-18,箴言,箴 17:16-18,PRO,17,16,18
6月16日,列王紀下 19,舊約,列下 19,2KI,19,1,
6月16日,列王紀下 20,舊約,列下 20,2KI,20,1,
6月16日,羅馬書 2:8-28,新約,羅 2:8-28,ROM,2,8,28
6月16日,詩篇 69:7-18,詩篇,詩 69:7-18,PSA,69,7,18
6月16日,箴言 17:19-21,箴言,箴 17:19-21,PRO,17,19,21
6月17日,列王紀下 21,舊約,列下 21,2KI,21,1,
6月17日,列王紀下 22,舊約,列下 22,2KI,22,1,
6月17日,羅馬書 2:29-30,新約,羅 2:29-30,ROM,2,29,30
6月17日,詩篇 69:19-30,詩篇,詩 69:19-30,PSA,69,19,30
6月17日,箴言 17:22-24,箴言,箴 17:22-24,PRO,17,22,24
6月18日,列王紀下 23,舊約,列下 23,2KI,23,1,
6月18日,列王紀下 24,舊約,列下 24,2KI,24,1,
6月18日,羅馬書 3:21-30,新約,羅 3:21-30,ROM,3,21,30
6月18日,詩篇 70:2-13,詩篇,詩 70:2-13,PSA,70,2,13
6月18日,箴言 17:25-27,箴言,箴 17:25-27,PRO,17,25,27
6月19日,列王紀下 25,舊約,列下 25,2KI,25,1,
6月19日,歷代志上 1,舊約,代上 1,1CH,1,1,
6月19日,羅馬書 4:12-30,新約,羅 4:12-30,ROM,4,12,30
6月19日,詩篇 70:14-25,詩篇,詩 70:14-25,PSA,70,14,25
6月19日,箴言 17:28-30,箴言,箴 17:28-30,PRO,17,28,30
6月20日,歷代志上 2,舊約,代上 2,1CH,2,1,
6月20日,歷代志上 3,舊約,代上 3,1CH,3,1,
6月20日,羅馬書 5:3-24,新約,羅 5:3-24,ROM,5,3,24
6月20日,詩篇 70:26-30,詩篇,詩 70:26-30,PSA,70,26,30
6月20日,箴言 18:1-3,箴言,箴 18:1-3,PRO,18,1,3
6月21日,歷代志上 4,舊約,代上 4,1CH,4,1,
6月21日,歷代志上 5,舊約,代上 5,1CH,5,1,
6月21日,羅馬書 5:25-30,新約,羅 5:25-30,ROM,5,25,30
6月21日,詩篇 71:9-20,詩篇,詩 71:9-20,PSA,71,9,20
6月21日,箴言 18:4-6,箴言,箴 18:4-6,PRO,18,4,6
6月22日,歷代志上 6,舊約,代上 6,1CH,6,1,
6月22日,歷代志上 7,舊約,代上 7,1CH,7,1,
6月22日,羅馬書 6:16-30,新約,羅 6:16-30,ROM,6,16,30
6月22日,詩篇 71:21-30,詩篇,詩 71:21-30,PSA,71,21,30
6月22日,箴言 18:7-9,箴言,箴 18:7-9,PRO,18,7,9
6月23日,歷代志上 8,舊約,代上 8,1CH,8,1,
6月23日,歷代志上 9,舊約,代上 9,1CH,9,1,
6月23日,羅馬書 7:7-28,新約,羅 7:7-28,ROM,7,7,28
6月23日,詩篇 72:3-15,詩篇,詩 72:3-15,PSA,72,3,15
6月23日,箴言 18:10-12,箴言,箴 18:10-12,PRO,18,10,12
6月24日,歷代志上 10,舊約,代上 10,1CH,10,1,
6月24日,歷代志上 11,舊約,代上 11,1CH,11,1,
6月24日,羅馬書 7:29-30,新約,羅 7:29-30,ROM,7,29,30
6月24日,詩篇 72:16-27,詩篇,詩 72:16-27,PSA,72,16,27
6月24日,箴言 18:13-15,箴言,箴 18:13-15,PRO,18,13,15
6月25日,歷代志上 12,舊約,代上 12,1CH,12,1,
6月25日,歷代志上 13,舊約,代上 13,1CH,13,1,
6月25日,羅馬書 8:20-30,新約,羅 8:20-30,ROM,8,20,30
6月25日,詩篇 72:28-30,詩篇,詩 72:28-30,PSA,72,28,30
6月25日,箴言 18:16-18,箴言,箴 18:16-18,PRO,18,16,18
6月26日,歷代志上 14,舊約,代上 14,1CH,14,1,
6月26日,歷代志上 15,舊約,代上 15,1CH,15,1,
6月26日,羅馬書 9:12-30,新約,羅 9:12-30,ROM,9,12,30
6月26日,詩篇 73:10-22,詩篇,詩 73:10-22,PSA,73,10,22
6月26日,箴言 18:19-21,箴言,箴 18:19-21,PRO,18,19,21
6月27日,歷代志上 16,舊約,代上 16,1CH,16,1,
6月27日,歷代志上 17,舊約,代上 17,1CH,17,1,
6月27日,羅馬書 10:3-23,新約,羅 10:3-23,ROM,10,3,23
6月27日,詩篇 73:23-30,詩篇,詩 73:23-30,PSA,73,23,30
6月27日,箴言 18:22-24,箴言,箴 18:22-24,PRO,18,22,24
6月28日,歷代志上 18,舊約,代上 18,1CH,18,1,
6月28日,歷代志上 19,舊約,代上 19,1CH,19,1,
6月28日,羅馬書 10:24-30,新約,羅 10:24-30,ROM,10,24,30
6月28日,詩篇 74:5-16,詩篇,詩 74:5-16,PSA,74,5,16
6月28日,箴言 18:25-27,箴言,箴 18:25-27,PRO,18,25,27
6月29日,歷代志上 20,舊約,代上 20,1CH,20,1,
6月29日,歷代志上 21,舊約,代上 21,1CH,21,1,
6月29日,羅馬書 11:16-30,新約,羅 11:16-30,ROM,11,16,30
6月29日,詩篇 74:17-29,詩篇,詩 74:17-29,PSA,74,17,29
6月29日,箴言 18:28-30,箴言,箴 18:28-30,PRO,18,28,30
6月30日,歷代志上 22,舊約,代上 22,1CH,22,1,
6月30日,歷代志上 23,舊約,代上 23,1CH,23,1,
6月30日,羅馬書 12:7-27,新約,羅 12:7-27,ROM,12,7,27
6月30日,詩篇 74:30-30,詩篇,詩 74:30-30,PSA,74,30,30
6月30日,箴言 19:1-3,箴言,箴 19:1-3,PRO,19,1,3
7月1日,歷代志上 24,舊約,代上 24,1CH,24,1,
7月1日,歷代志上 25,舊約,代上 25,1CH,25,1,
7月1日,羅馬書 12:28-30,新約,羅 12:28-30,ROM,12,28,30
7月1日,詩篇 75:12-23,詩篇,詩 75:12-23,PSA,75,12,23
7月1日,箴言 19:4-6,箴言,箴 19:4-6,PRO,19,4,6
7月2日,歷代志上 26,舊約,代上 26,1CH,26,1,
7月2日,羅馬書 13:20-30,新約,羅 13:20-30,ROM,13,20,30
7月2日,詩篇 75:24-30,詩篇,詩 75:24-30,PSA,75,24,30
7月2日,箴言 19:7-9,箴言,箴 19:7-9,PRO,19,7,9
7月3日,歷代志上 27,舊約,代上 27,1CH,27,1,
7月3日,歷代志上 28,舊約,代上 28,1CH,28,1,
7月3日,羅馬書 14:11-30,新約,羅 14:11-30,ROM,14,11,30
7月3日,詩篇 76:7-18,詩篇,詩 76:7-18,PSA,76,7,18
7月3日,箴言 19:10-12,箴言,箴 19:10-12,PRO,19,10,12
7月4日,歷代志上 29,舊約,代上 29,1CH,29,1,
7月4日,歷代志下 1,舊約,代下 1,2CH,1,1,
7月4日,羅馬書 15:3-23,新約,羅 15:3-23,ROM,15,3,23
7月4日,詩篇 76:19-30,詩篇,詩 76:19-30,PSA,76,19,30
7月4日,箴言 19:13-15,箴言,箴 19:13-15,PRO,19,13,15
7月5日,歷代志下 2,舊約,代下 2,2CH,2,1,
7月5日,歷代志下 3,舊約,代下 3,2CH,3,1,
7月5日,羅馬書 15:24-30,新約,羅 15:24-30,ROM,15,24,30
7月5日,詩篇 77:1-13,詩篇,詩 77:1-13,PSA,77,1,13
7月5日,箴言 19:16-18,箴言,箴 19:16-18,PRO,19,16,18
7月6日,歷代志下 4,舊約,代下 4,2CH,4,1,
7月6日,歷代志下 5,舊約,代下 5,2CH,5,1,
7月6日,羅馬書 16:15-30,新約,羅 16:15-30,ROM,16,15,30
7月6日,詩篇 77:14-25,詩篇,詩 77:14-25,PSA,77,14,25
7月6日,箴言 19:19-21,箴言,箴 19:19-21,PRO,19,19,21
7月7日,歷代志下 6,舊約,代下 6,2CH,6,1,
7月7日,歷代志下 7,舊約,代下 7,2CH,7,1,
7月7日,哥林多前書 1:7-27,新約,林前 1:7-27,1CO,1,7,27
7月7日,詩篇 77:26-30,詩篇,詩 77:26-30,PSA,77,26,30
7月7日,箴言 19:22-24,箴言,箴 19:22-24,PRO,19,22,24
7月8日,歷代志下 8,舊約,代下 8,2CH,8,1,
7月8日,歷代志下 9,舊約,代下 9,2CH,9,1,
7月8日,哥林多前書 1:28-30,新約,林前 1:28-30,1CO,1,28,30
7月8日,詩篇 78:8-20,詩篇,詩 78:8-20,PSA,78,8,20
7月8日,箴言 19:25-27,箴言,箴 19:25-27,PRO,19,25,27
7月9日,歷代志下 10,舊約,代下 10,2CH,10,1,
7月9日,歷代志下 11,舊約,代下 11,2CH,11,1,
7月9日,哥林多前書 2:19-30,新約,林前 2:19-30,1CO,2,19,30
7月9日,詩篇 78:21-30,詩篇,詩 78:21-30,PSA,78,21,30
7月9日,箴言 19:28-30,箴言,箴 19:28-30,PRO,19,28,30
7月10日,歷代志下 12,舊約,代下 12,2CH,12,1,
7月10日,歷代志下 13,舊約,代下 13,2CH,13,1,
7月10日,哥林多前書 3:11-30,新約,林前 3:11-30,1CO,3,11,30
7月10日,詩篇 79:3-14,詩篇,詩 79:3-14,PSA,79,3,14
7月10日,箴言 20:1-3,箴言,箴 20:1-3,PRO,20,1,3
7月11日,歷代志下 14,舊約,代下 14,2CH,14,1,
7月11日,歷代志下 15,舊約,代下 15,2CH,15,1,
7月11日,哥林多前書 4:2-23,新約,林前 4:2-23,1CO,4,2,23
7月11日,詩篇 79:15-27,詩篇,詩 79:15-27,PSA,79,15,27
7月11日,箴言 20:4-6,箴言,箴 20:4-6,PRO,20,4,6
7月12日,歷代志下 16,舊約,代下 16,2CH,16,1,
7月12日,歷代志下 17,舊約,代下 17,2CH,17,1,
7月12日,哥林多前書 4:24-30,新約,林前 4:24-30,1CO,4,24,30
7月12日,詩篇 79:28-30,詩篇,詩 79:28-30,PSA,79,28,30
7月12日,箴言 20:7-9,箴言,箴 20:7-9,PRO,20,7,9
7月13日,歷代志下 18,舊約,代下 18,2CH,18,1,
7月13日,歷代志下 19,舊約,代下 19,2CH,19,1,
7月13日,哥林多前書 5:15-30,新約,林前 5:15-30,1CO,5,15,30
7月13日,詩篇 80:10-21,詩篇,詩 80:10-21,PSA,80,10,21
7月13日,箴言 20:10-12,箴言,箴 20:10-12,PRO,20,10,12
7月14日,歷代志下 20,舊約,代下 20,2CH,20,1,
7月14日,歷代志下 21,舊約,代下 21,2CH,21,1,
7月14日,哥林多前書 6:6-27,新約,林前 6:6-27,1CO,6,6,27
7月14日,詩篇 80:22-30,詩篇,詩 80:22-30,PSA,80,22,30
7月14日,箴言 20:13-15,箴言,箴 20:13-15,PRO,20,13,15
7月15日,歷代志下 22,舊約,代下 22,2CH,22,1,
7月15日,歷代志下 23,舊約,代下 23,2CH,23,1,
7月15日,哥林多前書 6:28-30,新約,林前 6:28-30,1CO,6,28,30
7月15日,詩篇 81:5-16,詩篇,詩 81:5-16,PSA,81,5,16
7月15日,箴言 20:16-18,箴言,箴 20:16-18,PRO,20,16,18
7月16日,歷代志下 24,舊約,代下 24,2CH,24,1,
7月16日,歷代志下 25,舊約,代下 25,2CH,25,1,
7月16日,哥林多前書 7:19-30,新約,林前 7:19-30,1CO,7,19,30
7月16日,詩篇 81:17-28,詩篇,詩 81:17-28,PSA,81,17,28
7月16日,箴言 20:19-21,箴言,箴 20:19-21,PRO,20,19,21
7月17日,歷代志下 26,舊約,代下 26,2CH,26,1,
7月17日,歷代志下 27,舊約,代下 27,2CH,27,1,
7月17日,哥林多前書 8:10-30,新約,林前 8:10-30,1CO,8,10,30
7月17日,詩篇 81:29-30,詩篇,詩 81:29-30,PSA,81,29,30
7月17日,箴言 20:22-24,箴言,箴 20:22-24,PRO,20,22,24
7月18日,歷代志下 28,舊約,代下 28,2CH,28,1,
7月18日,歷代志下 29,舊約,代下 29,2CH,29,1,
7月18日,哥林多前書 9:2-22,新約,林前 9:2-22,1CO,9,2,22
7月18日,詩篇 82:12-23,詩篇,詩 82:12-23,PSA,82,12,23
7月18日,箴言 20:25-27,箴言,箴 20:25-27,PRO,20,25,27
7月19日,歷代志下 30,舊約,代下 30,2CH,30,1,
7月19日,歷代志下 31,舊約,代下 31,2CH,31,1,
7月19日,哥林多前書 9:23-30,新約,林前 9:23-30,1CO,9,23,30
7月19日,詩篇 82:24-30,詩篇,詩 82:24-30,PSA,82,24,30
7月19日,箴言 20:28-30,箴言,箴 20:28-30,PRO,20,28,30
7月20日,歷代志下 32,舊約,代下 32,2CH,32,1,
7月20日,歷代志下 33,舊約,代下 33,2CH,33,1,
7月20日,哥林多前書 10:14-30,新約,林前 10:14-30,1CO,10,14,30
7月20日,詩篇 83:6-18,詩篇,詩 83:6-18,PSA,83,6,18
7月20日,箴言 21:1-3,箴言,箴 21:1-3,PRO,21,1,3
7月21日,歷代志下 34,舊約,代下 34,2CH,34,1,
7月21日,歷代志下 35,舊約,代下 35,2CH,35,1,
7月21日,哥林多前書 11:6-26,新約,林前 11:6-26,1CO,11,6,26
7月21日,詩篇 83:19-30,詩篇,詩 83:19-30,PSA,83,19,30
7月21日,箴言 21:4-6,箴言,箴 21:4-6,PRO,21,4,6
7月22日,歷代志下 36,舊約,代下 36,2CH,36,1,
7月22日,以斯拉記 1,舊約,斯 1,EZR,1,1,
7月22日,哥林多前書 11:27-30,新約,林前 11:27-30,1CO,11,27,30
7月22日,詩篇 84:1-12,詩篇,詩 84:1-12,PSA,84,1,12
7月22日,箴言 21:7-9,箴言,箴 21:7-9,PRO,21,7,9
7月23日,以斯拉記 2,舊約,斯 2,EZR,2,1,
7月23日,以斯拉記 3,舊約,斯 3,EZR,3,1,
7月23日,哥林多前書 12:19-30,新約,林前 12:19-30,1CO,12,19,30
7月23日,詩篇 84:13-25,詩篇,詩 84:13-25,PSA,84,13,25
7月23日,箴言 21:10-12,箴言,箴 21:10-12,PRO,21,10,12
7月24日,以斯拉記 4,舊約,斯 4,EZR,4,1,
7月24日,以斯拉記 5,舊約,斯 5,EZR,5,1,
7月24日,哥林多前書 13:10-30,新約,林前 13:10-30,1CO,13,10,30
7月24日,詩篇 84:26-30,詩篇,詩 84:26-30,PSA,84,26,30
7月24日,箴言 21:13-15,箴言,箴 21:13-15,PRO,21,13,15
7月25日,以斯拉記 6,舊約,斯 6,EZR,6,1,
7月25日,以斯拉記 7,舊約,斯 7,EZR,7,1,
7月25日,哥林多前書 14:1-22,新約,林前 14:1-22,1CO,14,1,22
7月25日,詩篇 85:8-19,詩篇,詩 85:8-19,PSA,85,8,19
7月25日,箴言 21:16-18,箴言,箴 21:16-18,PRO,21,16,18
7月26日,以斯拉記 8,舊約,斯 8,EZR,8,1,
7月26日,以斯拉記 9,舊約,斯 9,EZR,9,1,
7月26日,哥林多前書 14:23-30,新約,林前 14:23-30,1CO,14,23,30
7月26日,詩篇 85:20-30,詩篇,詩 85:20-30,PSA,85,20,30
7月26日,箴言 21:19-21,箴言,箴 21:19-21,PRO,21,19,21
7月27日,以斯拉記 10,舊約,斯 10,EZR,10,1,
7月27日,尼希米記 1,舊約,尼 1,NEH,1,1,
7月27日,哥林多前書 15:14-30,新約,林前 15:14-30,1CO,15,14,30
7月27日,詩篇 86:3-14,詩篇,詩 86:3-14,PSA,86,3,14
7月27日,箴言 21:22-24,箴言,箴 21:22-24,PRO,21,22,24
7月28日,尼希米記 2,舊約,尼 2,NEH,2,1,
7月28日,尼希米記 3,舊約,尼 3,NEH,3,1,
7月28日,哥林多前書 16:5-26,新約,林前 16:5-26,1CO,16,5,26
7月28日,詩篇 86:15-26,詩篇,詩 86:15-26,PSA,86,15,26
7月28日,箴言 21:25-27,箴言,箴 21:25-27,PRO,21,25,27
7月29日,尼希米記 4,舊約,尼 4,NEH,4,1,
7月29日,尼希米記 5,舊約,尼 5,NEH,5,1,
7月29日,哥林多前書 16:27-30,新約,林前 16:27-30,1CO,16,27,30
7月29日,詩篇 86:27-30,詩篇,詩 86:27-30,PSA,86,27,30
7月29日,箴言 21:28-30,箴言,箴 21:28-30,PRO,21,28,30
7月30日,尼希米記 6,舊約,尼 6,NEH,6,1,
7月30日,尼希米記 7,舊約,尼 7,NEH,7,1,
7月30日,哥林多後書 1:18-30,新約,林後 1:18-30,2CO,1,18,30
7月30日,詩篇 87:10-21,詩篇,詩 87:10-21,PSA,87,10,21
7月30日,箴言 22:1-3,箴言,箴 22:1-3,PRO,22,1,3
7月31日,尼希米記 8,舊約,尼 8,NEH,8,1,
7月31日,尼希米記 9,舊約,尼 9,NEH,9,1,
7月31日,哥林多後書 2:10-30,新約,林後 2:10-30,2CO,2,10,30
7月31日,詩篇 87:22-30,詩篇,詩 87:22-30,PSA,87,22,30
7月31日,箴言 22:4-6,箴言,箴 22:4-6,PRO,22,4,6
8月1日,尼希米記 10,舊約,尼 10,NEH,10,1,
8月1日,尼希米記 11,舊約,尼 11,NEH,11,1,
8月1日,哥林多後書 3:1-21,新約,林後 3:1-21,2CO,3,1,21
8月1日,詩篇 88:4-16,詩篇,詩 88:4-16,PSA,88,4,16
8月1日,箴言 22:7-9,箴言,箴 22:7-9,PRO,22,7,9
8月2日,尼希米記 12,舊約,尼 12,NEH,12,1,
8月2日,尼希米記 13,舊約,尼 13,NEH,13,1,
8月2日,哥林多後書 3:22-30,新約,林後 3:22-30,2CO,3,22,30
8月2日,詩篇 88:17-28,詩篇,詩 88:17-28,PSA,88,17,28
8月2日,箴言 22:10-12,箴言,箴 22:10-12,PRO,22,10,12
8月3日,以斯帖記 1,舊約,帖 1,EST,1,1,
8月3日,以斯帖記 2,舊約,帖 2,EST,2,1,
8月3日,哥林多後書 4:14-30,新約,林後 4:14-30,2CO,4,14,30
8月3日,詩篇 88:29-30,詩篇,詩 88:29-30,PSA,88,29,30
8月3日,箴言 22:13-15,箴言,箴 22:13-15,PRO,22,13,15
8月4日,以斯帖記 3,舊約,帖 3,EST,3,1,
8月4日,以斯帖記 4,舊約,帖 4,EST,4,1,
8月4日,哥林多後書 5:5-25,新約,林後 5:5-25,2CO,5,5,25
8月4日,詩篇 89:11-23,詩篇,詩 89:11-23,PSA,89,11,23
8月4日,箴言 22:16-18,箴言,箴 22:16-18,PRO,22,16,18
8月5日,以斯帖記 5,舊約,帖 5,EST,5,1,
8月5日,以斯帖記 6,舊約,帖 6,EST,6,1,
8月5日,哥林多後書 5:26-30,新約,林後 5:26-30,2CO,5,26,30
8月5日,詩篇 89:24-30,詩篇,詩 89:24-30,PSA,89,24,30
8月5日,箴言 22:19-21,箴言,箴 22:19-21,PRO,22,19,21
8月6日,以斯帖記 7,舊約,帖 7,EST,7,1,
8月6日,以斯帖記 8,舊約,帖 8,EST,8,1,
8月6日,哥林多後書 6:18-30,新約,林後 6:18-30,2CO,6,18,30
8月6日,詩篇 90:6-17,詩篇,詩 90:6-17,PSA,90,6,17
8月6日,箴言 22:22-24,箴言,箴 22:22-24,PRO,22,22,24
8月7日,以斯帖記 9,舊約,帖 9,EST,9,1,
8月7日,以斯帖記 10,舊約,帖 10,EST,10,1,
8月7日,哥林多後書 7:9-30,新約,林後 7:9-30,2CO,7,9,30
8月7日,詩篇 90:18-30,詩篇,詩 90:18-30,PSA,90,18,30
8月7日,箴言 22:25-27,箴言,箴 22:25-27,PRO,22,25,27
8月8日,約伯記 1,舊約,伯 1,JOB,1,1,
8月8日,約伯記 2,舊約,伯 2,JOB,2,1,
8月8日,哥林多後書 8:1-21,新約,林後 8:1-21,2CO,8,1,21
8月8日,詩篇 91:1-12,詩篇,詩 91:1-12,PSA,91,1,12
8月8日,箴言 22:28-30,箴言,箴 22:28-30,PRO,22,28,30
8月9日,約伯記 3,舊約,伯 3,JOB,3,1,
8月9日,約伯記 4,舊約,伯 4,JOB,4,1,
8月9日,哥林多後書 8:22-30,新約,林後 8:22-30,2CO,8,22,30
8月9日,詩篇 91:13-24,詩篇,詩 91:13-24,PSA,91,13,24
8月9日,箴言 23:1-3,箴言,箴 23:1-3,PRO,23,1,3
8月10日,約伯記 5,舊約,伯 5,JOB,5,1,
8月10日,約伯記 6,舊約,伯 6,JOB,6,1,
8月10日,哥林多後書 9:13-30,新約,林後 9:13-30,2CO,9,13,30
8月10日,詩篇 91:25-30,詩篇,詩 91:25-30,PSA,91,25,30
8月10日,箴言 23:4-6,箴言,箴 23:4-6,PRO,23,4,6
8月11日,約伯記 7,舊約,伯 7,JOB,7,1,
8月11日,約伯記 8,舊約,伯 8,JOB,8,1,
8月11日,哥林多後書 10:5-25,新約,林後 10:5-25,2CO,10,5,25
8月11日,詩篇 92:7-19,詩篇,詩 92:7-19,PSA,92,7,19
8月11日,箴言 23:7-9,箴言,箴 23:7-9,PRO,23,7,9
8月12日,約伯記 9,舊約,伯 9,JOB,9,1,
8月12日,約伯記 10,舊約,伯 10,JOB,10,1,
8月12日,哥林多後書 10:26-30,新約,林後 10:26-30,2CO,10,26,30
8月12日,詩篇 92:20-30,詩篇,詩 92:20-30,PSA,92,20,30
8月12日,箴言 23:10-12,箴言,箴 23:10-12,PRO,23,10,12
8月13日,約伯記 11,舊約,伯 11,JOB,11,1,
8月13日,約伯記 12,舊約,伯 12,JOB,12,1,
8月13日,哥林多後書 11:17-30,新約,林後 11:17-30,2CO,11,17,30
8月13日,詩篇 93:2-13,詩篇,詩 93:2-13,PSA,93,2,13
8月13日,箴言 23:13-15,箴言,箴 23:13-15,PRO,23,13,15
8月14日,約伯記 13,舊約,伯 13,JOB,13,1,
8月14日,約伯記 14,舊約,伯 14,JOB,14,1,
8月14日,哥林多後書 12:9-29,新約,林後 12:9-29,2CO,12,9,29
8月14日,詩篇 93:14-26,詩篇,詩 93:14-26,PSA,93,14,26
8月14日,箴言 23:16-18,箴言,箴 23:16-18,PRO,23,16,18
8月15日,約伯記 15,舊約,伯 15,JOB,15,1,
8月15日,約伯記 16,舊約,伯 16,JOB,16,1,
8月15日,哥林多後書 12:30-30,新約,林後 12:30-30,2CO,12,30,30
8月15日,詩篇 93:27-30,詩篇,詩 93:27-30,PSA,93,27,30
8月15日,箴言 23:19-21,箴言,箴 23:19-21,PRO,23,19,21
8月16日,約伯記 17,舊約,伯 17,JOB,17,1,
8月16日,約伯記 18,舊約,伯 18,JOB,18,1,
8月16日,哥林多後書 13:21-30,新約,林後 13:21-30,2CO,13,21,30
8月16日,詩篇 94:9-20,詩篇,詩 94:9-20,PSA,94,9,20
8月16日,箴言 23:22-24,箴言,箴 23:22-24,PRO,23,22,24
8月17日,約伯記 19,舊約,伯 19,JOB,19,1,
8月17日,約伯記 20,舊約,伯 20,JOB,20,1,
8月17日,加拉太書 1:13-30,新約,加 1:13-30,GAL,1,13,30
8月17日,詩篇 94:21-30,詩篇,詩 94:21-30,PSA,94,21,30
8月17日,箴言 23:25-27,箴言,箴 23:25-27,PRO,23,25,27
8月18日,約伯記 21,舊約,伯 21,JOB,21,1,
8月18日,約伯記 22,舊約,伯 22,JOB,22,1,
8月18日,加拉太書 2:4-25,新約,加 2:4-25,GAL,2,4,25
8月18日,詩篇 95:4-15,詩篇,詩 95:4-15,PSA,95,4,15
8月18日,箴言 23:28-30,箴言,箴 23:28-30,PRO,23,28,30
8月19日,約伯記 23,舊約,伯 23,JOB,23,1,
8月19日,約伯記 24,舊約,伯 24,JOB,24,1,
8月19日,加拉太書 2:26-30,新約,加 2:26-30,GAL,2,26,30
8月19日,詩篇 95:16-27,詩篇,詩 95:16-27,PSA,95,16,27
8月19日,箴言 24:1-3,箴言,箴 24:1-3,PRO,24,1,3
8月20日,約伯記 25,舊約,伯 25,JOB,25,1,
8月20日,約伯記 26,舊約,伯 26,JOB,26,1,
8月20日,加拉太書 3:17-30,新約,加 3:17-30,GAL,3,17,30
8月20日,詩篇 95:28-30,詩篇,詩 95:28-30,PSA,95,28,30
8月20日,箴言 24:4-6,箴言,箴 24:4-6,PRO,24,4,6
8月21日,約伯記 27,舊約,伯 27,JOB,27,1,
8月21日,約伯記 28,舊約,伯 28,JOB,28,1,
8月21日,加拉太書 4:8-29,新約,加 4:8-29,GAL,4,8,29
8月21日,詩篇 96:11-22,詩篇,詩 96:11-22,PSA,96,11,22
8月21日,箴言 24:7-9,箴言,箴 24:7-9,PRO,24,7,9
8月22日,約伯記 29,舊約,伯 29,JOB,29,1,
8月22日,約伯記 30,舊約,伯 30,JOB,30,1,
8月22日,加拉太書 4:30-30,新約,加 4:30-30,GAL,4,30,30
8月22日,詩篇 96:23-30,詩篇,詩 96:23-30,PSA,96,23,30
8月22日,箴言 24:10-12,箴言,箴 24:10-12,PRO,24,10,12
8月23日,約伯記 31,舊約,伯 31,JOB,31,1,
8月23日,約伯記 32,舊約,伯 32,JOB,32,1,
8月23日,加拉太書 5:21-30,新約,加 5:21-30,GAL,5,21,30
8月23日,詩篇 97:5-17,詩篇,詩 97:5-17,PSA,97,5,17
8月23日,箴言 24:13-15,箴言,箴 24:13-15,PRO,24,13,15
8月24日,約伯記 33,舊約,伯 33,JOB,33,1,
8月24日,約伯記 34,舊約,伯 34,JOB,34,1,
8月24日,加拉太書 6:12-30,新約,加 6:12-30,GAL,6,12,30
8月24日,詩篇 97:18-29,詩篇,詩 97:18-29,PSA,97,18,29
8月24日,箴言 24:16-18,箴言,箴 24:16-18,PRO,24,16,18
8月25日,約伯記 35,舊約,伯 35,JOB,35,1,
8月25日,約伯記 36,舊約,伯 36,JOB,36,1,
8月25日,以弗所書 1:4-24,新約,以 1:4-24,EPH,1,4,24
8月25日,詩篇 97:30-30,詩篇,詩 97:30-30,PSA,97,30,30
8月25日,箴言 24:19-21,箴言,箴 24:19-21,PRO,24,19,21
